Run,Pod Count,Workflow,Scheduler,Start Time,End Time,Duration(sec),Duration(human),Duration(min)
synthetic-bwa-500-j7z7m,498,Bwa,random-fair,1768476442,1768477073,631,10m 31s,10.516666666666667
synthetic-bwa-500-q57hv,498,Bwa,random-fair,1768479154,1768479757,603,10m 3s,10.05
synthetic-bwa-500-q7mbw,498,Bwa,random-fair,1768477809,1768478423,614,10m 14s,10.233333333333333
synthetic-bwa-500-qh47p,498,Bwa,random-fair,1768478481,1768479109,628,10m 28s,10.466666666666667
synthetic-bwa-500-7ggdx,498,Bwa,random-random,1768427465,1768428082,617,10m 17s,10.283333333333333
synthetic-bwa-500-7hljp,498,Bwa,random-random,1768428830,1768429455,625,10m 25s,10.416666666666666
synthetic-bwa-500-kgm2j,498,Bwa,random-random,1768428137,1768428770,633,10m 33s,10.55
synthetic-bwa-500-pnhkw,498,Bwa,random-random,1768426099,1768426711,612,10m 12s,10.2
synthetic-bwa-500-s67rl,498,Bwa,random-random,1768426771,1768427405,634,10m 34s,10.566666666666666
synthetic-bwa-500-67z5x,498,Bwa,random-roundrobin,1768453180,1768453826,646,10m 46s,10.766666666666667
synthetic-bwa-500-lr8rf,498,Bwa,random-roundrobin,1768451141,1768451777,636,10m 36s,10.6
synthetic-bwa-500-n7lrv,498,Bwa,random-roundrobin,1768452466,1768453125,659,10m 59s,10.983333333333333
synthetic-bwa-500-ncvwh,498,Bwa,random-roundrobin,1768451834,1768452419,585,9m 45s,9.75
synthetic-bwa-500-r7qw4,498,Bwa,random-roundrobin,1768453874,1768454495,621,10m 21s,10.35
synthetic-cycles-500-6qj79,497,Cycles,fifo-fair,1768407124,1768407736,612,10m 12s,10.2
synthetic-cycles-500-95pkf,497,Cycles,fifo-fair,1768404261,1768404939,678,11m 18s,11.3
synthetic-cycles-500-jh7sw,497,Cycles,fifo-fair,1768405003,1768405647,644,10m 44s,10.733333333333333
synthetic-cycles-500-v7jdz,497,Cycles,fifo-fair,1768406418,1768407049,631,10m 31s,10.516666666666667
synthetic-cycles-500-zsp4x,497,Cycles,fifo-fair,1768405714,1768406361,647,10m 47s,10.783333333333333
synthetic-cycles-500-4xqws,497,Cycles,fifo-random,1768241446,1768242041,595,9m 55s,9.916666666666666
synthetic-cycles-500-c6756,497,Cycles,fifo-random,1768243403,1768244031,628,10m 28s,10.466666666666667
synthetic-cycles-500-h5x6h,497,Cycles,fifo-random,1768242099,1768242724,625,10m 25s,10.416666666666666
synthetic-cycles-500-p47d9,497,Cycles,fifo-random,1768242772,1768243343,571,9m 31s,9.516666666666667
synthetic-cycles-500-v65kq,497,Cycles,fifo-random,1768240797,1768241388,591,9m 51s,9.85
synthetic-cycles-500-6p2nz,497,Cycles,fifo-roundrobin,1768286097,1768286723,626,10m 26s,10.433333333333334
synthetic-cycles-500-fmfkx,497,Cycles,fifo-roundrobin,1768285403,1768286035,632,10m 32s,10.533333333333333
synthetic-cycles-500-prvnb,497,Cycles,fifo-roundrobin,1768283974,1768284620,646,10m 46s,10.766666666666667
synthetic-cycles-500-r29lq,497,Cycles,fifo-roundrobin,1768286798,1768287446,648,10m 48s,10.8
synthetic-cycles-500-xll74,497,Cycles,fifo-roundrobin,1768284683,1768285338,655,10m 55s,10.916666666666666
synthetic-cycles-500-7stf6,497,Cycles,random-fair,1768479819,1768480444,625,10m 25s,10.416666666666666
synthetic-cycles-500-m9zbf,497,Cycles,random-fair,1768481892,1768482507,615,10m 15s,10.25
synthetic-cycles-500-pxc2c,497,Cycles,random-fair,1768482579,1768483160,581,9m 41s,9.683333333333334
synthetic-cycles-500-swtcv,497,Cycles,random-fair,1768481215,1768481823,608,10m 8s,10.133333333333333
synthetic-cycles-500-xvf2g,497,Cycles,random-fair,1768480518,1768481156,638,10m 38s,10.633333333333333
synthetic-cycles-500-8bbwc,497,Cycles,random-random,1768431568,1768432156,588,9m 48s,9.8
synthetic-cycles-500-gwcqr,497,Cycles,random-random,1768430883,1768431498,615,10m 15s,10.25
synthetic-cycles-500-px4dn,497,Cycles,random-random,1768430196,1768430814,618,10m 18s,10.3
synthetic-cycles-500-qn76q,497,Cycles,random-random,1768432214,1768432816,602,10m 2s,10.033333333333333
synthetic-cycles-500-qsqq6,497,Cycles,random-random,1768429514,1768430125,611,10m 11s,10.183333333333334
synthetic-cycles-500-6gdfd,497,Cycles,random-roundrobin,1768455268,1768455835,567,9m 27s,9.45
synthetic-cycles-500-74mn6,497,Cycles,random-roundrobin,1768456541,1768457109,568,9m 28s,9.466666666666667
synthetic-cycles-500-8585q,497,Cycles,random-roundrobin,1768457174,1768457781,607,10m 7s,10.116666666666667
synthetic-cycles-500-n6bp5,497,Cycles,random-roundrobin,1768454559,1768455205,646,10m 46s,10.766666666666667
synthetic-cycles-500-skjxw,497,Cycles,random-roundrobin,1768455898,1768456476,578,9m 38s,9.633333333333333
synthetic-genome-500-5kpmm,498,Genome,fifo-fair,1768409776,1768410348,572,9m 32s,9.533333333333333
synthetic-genome-500-d5zlx,498,Genome,fifo-fair,1768409129,1768409690,561,9m 21s,9.35
synthetic-genome-500-hg75s,498,Genome,fifo-fair,1768410426,1768411019,593,9m 53s,9.883333333333333
synthetic-genome-500-mn84q,498,Genome,fifo-fair,1768407823,1768408399,576,9m 36s,9.6
synthetic-genome-500-wv66q,498,Genome,fifo-fair,1768408480,1768409047,567,9m 27s,9.45
synthetic-genome-500-4tnmr,498,Genome,fifo-random,1768246018,1768246599,581,9m 41s,9.683333333333334
synthetic-genome-500-9crx9,498,Genome,fifo-random,1768246662,1768247221,559,9m 19s,9.316666666666666
synthetic-genome-500-c5wnz,498,Genome,fifo-random,1768244753,1768245314,561,9m 21s,9.35
synthetic-genome-500-dpq7s,498,Genome,fifo-random,1768244100,1768244683,583,9m 43s,9.716666666666667
synthetic-genome-500-ffqt7,498,Genome,fifo-random,1768245376,1768245961,585,9m 45s,9.75
synthetic-genome-500-fbtgc,498,Genome,fifo-roundrobin,1768288157,1768288726,569,9m 29s,9.483333333333333
synthetic-genome-500-jbfpz,498,Genome,fifo-roundrobin,1768290099,1768290644,545,9m 5s,9.083333333333334
synthetic-genome-500-t8dr2,498,Genome,fifo-roundrobin,1768287527,1768288085,558,9m 18s,9.3
synthetic-genome-500-tl9j5,498,Genome,fifo-roundrobin,1768289450,1768290030,580,9m 40s,9.666666666666666
synthetic-genome-500-zzvlr,498,Genome,fifo-roundrobin,1768288801,1768289376,575,9m 35s,9.583333333333334
synthetic-genome-500-8985j,498,Genome,random-fair,1768483885,1768484448,563,9m 23s,9.383333333333333
synthetic-genome-500-8wvc9,498,Genome,random-fair,1768484520,1768485097,577,9m 37s,9.616666666666667
synthetic-genome-500-9hq5p,498,Genome,random-fair,1768485815,1768486388,573,9m 33s,9.55
synthetic-genome-500-bjmsr,498,Genome,random-fair,1768485176,1768485738,562,9m 22s,9.366666666666667
synthetic-genome-500-mw75k,498,Genome,random-fair,1768483247,1768483807,560,9m 20s,9.333333333333334
synthetic-genome-500-djrsl,498,Genome,random-random,1768434189,1768434733,544,9m 4s,9.066666666666666
synthetic-genome-500-l5pld,498,Genome,random-random,1768435456,1768436018,562,9m 22s,9.366666666666667
synthetic-genome-500-nx74n,498,Genome,random-random,1768434806,1768435386,580,9m 40s,9.666666666666666
synthetic-genome-500-xlfnc,498,Genome,random-random,1768433574,1768434114,540,9m 0s,9.0
synthetic-genome-500-zbc59,498,Genome,random-random,1768432903,1768433512,609,10m 9s,10.15
synthetic-genome-500-4fqk2,498,Genome,random-roundrobin,1768459807,1768460363,556,9m 16s,9.266666666666667
synthetic-genome-500-55v6s,498,Genome,random-roundrobin,1768457867,1768458433,566,9m 26s,9.433333333333334
synthetic-genome-500-56jrd,498,Genome,random-roundrobin,1768458515,1768459077,562,9m 22s,9.366666666666667
synthetic-genome-500-lphv7,498,Genome,random-roundrobin,1768460442,1768460997,555,9m 15s,9.25
synthetic-genome-500-snx8j,498,Genome,random-roundrobin,1768459153,1768459729,576,9m 36s,9.6
synthetic-montage-500-fzv4l,495,Montage,fifo-fair,1768411075,1768411887,812,13m 32s,13.533333333333333
synthetic-montage-500-svxqf,495,Montage,fifo-fair,1768411935,1768412677,742,12m 22s,12.366666666666667
synthetic-montage-500-wzqgw,495,Montage,fifo-fair,1768412734,1768413477,743,12m 23s,12.383333333333333
synthetic-montage-500-xnh6r,495,Montage,fifo-fair,1768414393,1768415156,763,12m 43s,12.716666666666667
synthetic-montage-500-zczfw,495,Montage,fifo-fair,1768413533,1768414327,794,13m 14s,13.233333333333333
synthetic-montage-500-2dgp9,495,Montage,fifo-random,1768269186,1768269886,700,11m 40s,11.666666666666666
synthetic-montage-500-792wd,495,Montage,fifo-random,1768268388,1768269128,740,12m 20s,12.333333333333334
synthetic-montage-500-9lnfz,495,Montage,fifo-random,1768267590,1768268341,751,12m 31s,12.516666666666667
synthetic-montage-500-n46tr,495,Montage,fifo-random,1768266813,1768267549,736,12m 16s,12.266666666666667
synthetic-montage-500-r7d8c,495,Montage,fifo-random,1768265974,1768266766,792,13m 12s,13.2
synthetic-montage-500-2s8dw,495,Montage,fifo-roundrobin,1768290707,1768291466,759,12m 39s,12.65
synthetic-montage-500-65h5p,495,Montage,fifo-roundrobin,1768314357,1768315145,788,13m 8s,13.133333333333333
synthetic-montage-500-cg5lg,495,Montage,fifo-roundrobin,1768291526,1768292258,732,12m 12s,12.2
synthetic-montage-500-cnxv5,495,Montage,fifo-roundrobin,1768316015,1768316771,756,12m 36s,12.6
synthetic-montage-500-zdmvd,495,Montage,fifo-roundrobin,1768315196,1768315956,760,12m 40s,12.666666666666666
synthetic-montage-500-7j6bj,495,Montage,random-fair,1768487269,1768488016,747,12m 27s,12.45
synthetic-montage-500-l2fff,495,Montage,random-fair,1768488068,1768488834,766,12m 46s,12.766666666666667
synthetic-montage-500-wrfjq,495,Montage,random-fair,1768486451,1768487207,756,12m 36s,12.6
synthetic-montage-500-xw95q,495,Montage,random-fair,1768488888,1768489664,776,12m 56s,12.933333333333334
synthetic-montage-500-zc7qx,495,Montage,random-fair,1768489728,1768490474,746,12m 26s,12.433333333333334
synthetic-montage-500-9jbhr,495,Montage,random-random,1768439419,1768440154,735,12m 15s,12.25
synthetic-montage-500-k92rs,495,Montage,random-random,1768436067,1768436837,770,12m 50s,12.833333333333334
synthetic-montage-500-sbfmf,495,Montage,random-random,1768438580,1768439371,791,13m 11s,13.183333333333334
synthetic-montage-500-wfn9z,495,Montage,random-random,1768436881,1768437707,826,13m 46s,13.766666666666667
synthetic-montage-500-wgb6s,495,Montage,random-random,1768437761,1768438514,753,12m 33s,12.55
synthetic-montage-500-9dzcs,495,Montage,random-roundrobin,1768464328,1768465109,781,13m 1s,13.016666666666667
